Area Code,State,Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type
435,Utah,West,Small Market,21,56,97,42,38,13,384,40,50,70,120,2,08-01-2011 00:00,Coffee,Columbian,Regular
435,Utah,West,Small Market,33,64,118,47,42,15,375,80,50,100,150,2,10-01-2011 00:00,Coffee,Columbian,Regular
435,Utah,West,Small Market,40,71,132,53,44,17,380,50,60,80,140,2,11-01-2011 00:00,Coffee,Columbian,Regular
435,Utah,West,Small Market,31,65,121,49,44,16,392,50,50,80,130,2,12-01-2011 00:00,Coffee,Columbian,Regular
435,Utah,West,Small Market,41,107,193,86,66,32,484,80,100,140,240,3,02-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,38,104,189,85,66,32,476,70,100,130,230,3,03-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,34,98,178,80,64,30,494,70,100,120,220,3,04-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,34,96,173,77,62,29,529,70,90,120,210,3,05-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,32,93,169,76,61,28,580,70,90,120,210,3,06-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,31,93,169,76,62,28,613,70,90,120,210,3,07-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,27,88,160,72,61,27,606,60,90,110,200,3,08-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,34,98,177,79,64,30,593,120,100,160,260,3,10-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,26,85,153,68,59,25,619,50,80,100,180,3,12-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,61,107,206,86,66,32,484,80,100,140,240,3,02-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,56,104,201,85,66,32,476,70,100,130,230,3,03-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,47,96,171,77,58,29,529,70,90,120,210,3,05-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,44,93,167,76,57,28,580,70,90,120,210,3,06-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,43,93,167,76,58,28,613,70,90,120,210,3,07-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,36,83,160,67,59,25,599,50,80,100,180,3,09-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,50,98,189,79,64,30,593,120,100,160,260,3,10-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,56,102,196,82,64,31,601,60,90,120,210,3,11-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,-9,36,65,29,45,11,169,10,10,30,40,13,01-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-6,38,68,30,44,11,165,10,10,30,40,13,02-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-4,42,75,33,46,12,162,10,20,30,50,13,03-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-8,36,65,29,44,11,169,10,10,30,40,13,04-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-3,43,78,35,46,13,204,10,20,30,50,13,06-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,1,49,89,40,48,15,219,20,20,40,60,13,07-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-9,36,65,29,45,11,215,10,10,30,40,13,08-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-13,30,54,24,43,9,212,0,10,20,30,13,09-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-12,31,56,25,43,9,209,10,0,20,20,13,10-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-15,25,45,20,40,7,218,0,10,20,30,13,12-01-2010 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-14,36,73,29,47,11,169,10,10,30,40,13,01-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-9,38,72,30,44,11,165,10,10,30,40,13,02-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-6,42,80,33,46,12,162,10,20,30,50,13,03-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-4,43,77,35,43,13,204,10,20,30,50,13,06-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,1,49,88,40,45,15,219,20,20,40,60,13,07-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-12,36,64,29,42,11,215,10,10,30,40,13,08-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-19,30,58,24,43,9,212,0,10,20,30,13,09-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-18,31,60,25,43,9,209,10,0,20,20,13,10-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-4,42,81,34,45,12,211,0,20,30,50,13,11-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,-22,25,48,20,40,7,218,0,10,20,30,13,12-01-2011 00:00,Tea,Green Tea,Regular
435,Utah,West,Small Market,34,63,112,49,29,16,623,40,40,60,100,5,01-01-2010 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,36,63,111,48,27,15,599,40,40,60,100,5,05-01-2010 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,35,63,111,48,28,15,593,40,40,60,100,5,06-01-2010 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,56,90,159,69,34,22,572,60,60,90,150,5,09-01-2010 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,85,130,231,101,45,33,552,90,90,130,220,5,11-01-2010 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,77,120,214,94,43,31,540,70,90,110,200,5,12-01-2010 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,53,63,125,49,30,16,623,40,40,60,100,5,01-01-2011 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,52,63,119,49,28,16,617,40,40,60,100,5,02-01-2011 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,55,67,127,52,30,17,605,50,40,70,110,5,04-01-2011 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,50,63,110,48,25,15,599,40,40,60,100,5,05-01-2011 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,44,60,105,46,26,15,587,40,40,60,100,5,07-01-2011 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,86,99,174,77,34,25,581,60,70,90,160,5,08-01-2011 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,129,133,251,103,46,33,564,110,80,130,210,5,10-01-2011 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,114,120,228,94,43,31,540,70,90,110,200,5,12-01-2011 00:00,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,47,73,123,50,26,14,821,50,40,70,110,6,01-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,48,73,123,50,25,14,814,50,40,70,110,6,02-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,47,72,121,49,25,13,809,50,40,70,110,6,03-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,43,68,115,47,25,13,821,50,40,70,110,6,04-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,42,65,109,44,23,12,844,40,40,60,100,6,05-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,34,55,92,37,21,10,876,40,30,50,80,6,06-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,28,49,83,34,21,9,890,30,30,40,70,6,08-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,40,64,108,44,24,12,886,40,40,60,100,6,09-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,37,59,99,40,22,11,881,60,20,60,80,6,10-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,52,78,132,54,26,15,885,50,50,70,120,6,11-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,47,73,123,50,26,14,898,50,40,70,110,6,12-01-2010 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,73,73,138,50,27,14,821,50,40,70,110,6,01-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,71,73,131,50,25,14,814,50,40,70,110,6,02-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,70,72,129,49,25,13,809,50,40,70,110,6,03-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,64,68,123,47,25,13,821,50,40,70,110,6,04-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,58,65,108,44,21,12,844,40,40,60,100,6,05-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,47,55,91,37,20,10,876,40,30,50,80,6,06-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,43,52,86,35,20,9,894,40,30,50,80,6,07-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,39,49,82,34,20,9,890,30,30,40,70,6,08-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,59,64,115,44,24,12,886,40,40,60,100,6,09-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,55,59,106,40,22,11,881,60,20,60,80,6,10-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,77,78,141,54,26,15,885,50,50,70,120,6,11-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,70,73,131,50,26,14,898,50,40,70,110,6,12-01-2011 00:00,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,24,60,101,41,36,13,236,30,30,50,80,8,02-01-2010 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,28,64,107,43,36,13,231,40,30,60,90,8,03-01-2010 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,34,72,121,49,38,15,241,30,40,60,100,8,04-01-2010 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,34,74,125,51,40,16,265,40,40,70,110,8,05-01-2010 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,42,82,138,56,40,17,302,50,40,80,120,8,06-01-2010 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,48,90,151,61,42,19,329,60,50,80,130,8,07-01-2010 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,34,71,120,49,37,15,315,40,40,60,100,8,09-01-2010 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,36,75,127,52,39,16,327,40,40,70,110,8,12-01-2010 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,33,55,104,38,36,12,241,30,30,50,80,8,01-01-2011 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,36,60,108,41,36,13,236,30,30,50,80,8,02-01-2011 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,42,64,114,43,36,13,231,40,30,60,90,8,03-01-2011 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,47,74,124,51,37,16,265,40,40,70,110,8,05-01-2011 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,58,82,137,56,37,17,302,50,40,80,120,8,06-01-2011 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,66,90,150,61,39,19,329,60,50,80,130,8,07-01-2011 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,68,90,150,61,38,19,322,60,50,80,130,8,08-01-2011 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,45,67,120,46,37,14,316,30,40,60,100,8,11-01-2011 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,53,75,135,52,39,16,327,40,40,70,110,8,12-01-2011 00:00,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,25,72,120,48,47,15,372,30,40,60,100,9,01-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,24,69,114,45,45,14,366,40,30,70,100,9,02-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,26,72,119,47,46,15,361,30,40,60,100,9,03-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,28,75,125,50,47,16,372,40,40,70,110,9,04-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,32,80,132,52,48,17,397,40,40,70,110,9,05-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,42,94,156,62,52,20,436,50,50,80,130,9,06-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,44,96,160,64,52,21,467,60,50,90,140,9,07-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,44,96,160,64,52,21,460,60,50,90,140,9,08-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,34,84,139,55,50,18,453,50,40,80,120,9,09-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,23,69,114,45,46,14,447,60,20,70,90,9,10-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,20,66,109,43,46,14,452,30,40,60,100,9,11-01-2010 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,39,72,134,48,49,15,372,30,40,60,100,9,01-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,36,69,121,45,45,14,366,40,30,70,100,9,02-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,39,72,127,47,46,15,361,30,40,60,100,9,03-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,42,75,133,50,47,16,372,40,40,70,110,9,04-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,44,80,131,52,45,17,397,40,40,70,110,9,05-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,61,96,159,64,48,21,467,60,50,90,140,9,07-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,61,96,159,64,48,21,460,60,50,90,140,9,08-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,50,84,148,55,50,18,453,50,40,80,120,9,09-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,34,69,121,45,46,14,447,60,20,70,90,9,10-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,30,66,116,43,46,14,452,30,40,60,100,9,11-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,42,74,130,48,46,15,462,40,40,70,110,9,12-01-2011 00:00,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,-40,11,99,88,51,27,525,-30,70,10,80,10,01-01-2010 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-31,18,102,84,49,26,625,-30,70,10,80,10,02-01-2010 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-11,40,133,93,51,28,840,0,70,40,110,10,04-01-2010 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-15,38,136,98,53,30,973,-10,80,30,110,10,05-01-2010 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-33,25,141,116,58,35,1142,-10,90,30,120,10,06-01-2010 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-27,23,109,86,50,26,1698,0,60,20,80,10,10-01-2010 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,17,68,160,92,51,28,1898,20,80,60,140,10,12-01-2010 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-62,11,111,88,54,27,525,-30,70,10,80,10,01-01-2011 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-46,18,109,84,49,26,625,-30,70,10,80,10,02-01-2011 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-16,40,142,93,51,28,840,0,70,40,110,10,04-01-2011 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-46,25,140,116,54,35,1142,-10,90,30,120,10,06-01-2011 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-67,11,123,104,56,32,1574,-20,80,20,100,10,09-01-2011 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-40,23,116,86,50,26,1698,0,60,20,80,10,10-01-2011 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-12,40,130,82,48,25,1804,0,70,40,110,10,11-01-2011 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,25,68,171,92,51,28,1898,20,80,60,140,10,12-01-2011 00:00,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-10,53,90,37,63,34,261,0,20,40,60,11,01-01-2010 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-7,61,104,43,68,39,256,10,20,50,70,11,02-01-2010 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-6,63,107,44,69,40,261,10,20,50,70,11,04-01-2010 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-8,61,104,43,69,39,282,10,20,50,70,11,05-01-2010 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,0,82,141,59,82,53,338,10,30,60,90,11,07-01-2010 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-7,62,106,44,69,40,325,10,20,50,70,11,09-01-2010 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-7,62,106,44,69,40,325,-10,30,40,70,11,11-01-2010 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-4,69,118,49,73,44,335,0,30,50,80,11,12-01-2010 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-16,53,101,37,66,34,261,0,20,40,60,11,01-01-2011 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-10,63,114,44,70,40,251,10,20,50,70,11,03-01-2011 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-9,63,114,44,69,40,261,10,20,50,70,11,04-01-2011 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-11,61,103,43,64,39,282,10,20,50,70,11,05-01-2011 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-4,73,124,52,71,47,313,0,30,50,80,11,06-01-2011 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,3,88,150,63,80,57,332,10,40,60,100,11,08-01-2011 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-9,64,116,45,70,41,320,20,10,40,50,11,10-01-2011 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-10,62,113,44,69,40,325,-10,30,40,70,11,11-01-2011 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-6,69,126,49,73,44,335,0,30,50,80,11,12-01-2011 00:00,Tea,Darjeeling,Regular
435,Utah,West,Small Market,9,47,82,35,38,11,196,10,20,30,50,12,01-01-2010 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,9,47,82,35,38,11,191,10,20,30,50,12,02-01-2010 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,10,49,85,36,39,11,187,10,20,30,50,12,03-01-2010 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,11,51,88,37,40,12,195,10,20,30,50,12,04-01-2010 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,14,53,92,39,39,12,212,20,20,40,60,12,05-01-2010 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,17,59,103,44,42,14,258,30,20,50,70,12,07-01-2010 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,19,60,105,45,41,14,253,30,20,50,70,12,08-01-2010 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,14,53,92,39,39,12,244,20,10,30,40,12,10-01-2010 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,9,47,82,35,38,11,248,10,20,30,50,12,11-01-2010 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,19,53,91,39,36,12,212,20,20,40,60,12,05-01-2011 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,19,55,95,41,38,13,239,20,20,40,60,12,06-01-2011 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,26,60,104,45,38,14,253,30,20,50,70,12,08-01-2011 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,18,52,97,39,40,12,248,20,20,40,60,12,09-01-2011 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,21,53,98,39,39,12,244,20,10,30,40,12,10-01-2011 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,13,47,87,35,38,11,248,10,20,30,50,12,11-01-2011 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,18,51,95,38,39,12,256,10,20,40,60,12,12-01-2011 00:00,Tea,Earl Grey,Regular
435,Utah,West,Small Market,44,68,114,46,24,12,777,40,40,60,100,4,01-01-2010 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,38,61,103,42,23,11,771,30,40,50,90,4,02-01-2010 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,45,70,118,48,25,13,766,50,40,70,110,4,03-01-2010 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,43,67,112,45,24,12,777,40,40,60,100,4,04-01-2010 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,36,58,97,39,22,10,799,50,30,60,90,4,05-01-2010 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,31,53,89,36,22,10,828,40,30,50,80,4,06-01-2010 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,27,47,79,32,20,8,837,30,30,40,70,4,09-01-2010 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,27,48,81,33,21,9,836,30,30,40,70,4,11-01-2010 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,26,46,77,31,20,8,844,30,30,40,70,4,12-01-2010 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,69,68,128,46,25,12,777,40,40,60,100,4,01-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,56,61,110,42,23,11,771,30,40,50,90,4,02-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,64,67,119,45,24,12,777,40,40,60,100,4,04-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,50,58,96,39,20,10,799,50,30,60,90,4,05-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,43,53,88,36,20,10,828,40,30,50,80,4,06-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,50,57,95,39,20,10,845,50,30,60,90,4,07-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,39,48,79,32,19,8,841,30,30,40,70,4,08-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,40,47,84,32,20,8,837,30,30,40,70,4,09-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,42,47,84,32,19,8,833,40,20,40,60,4,10-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,40,48,86,33,21,9,836,30,30,40,70,4,11-01-2011 00:00,Espresso,Caffe Latte,Regular
435,Utah,West,Small Market,39,46,82,31,20,8,844,30,30,40,70,4,12-01-2011 00:00,Espresso,Caffe Latte,Regular
440,Ohio,Central,Major Market,26,71,123,52,45,17,405,60,40,70,110,1,10-01-2010 00:00,Coffee,Amaretto,Regular
440,Ohio,Central,Major Market,-2,75,128,53,77,48,458,20,50,80,130,3,05-01-2010 00:00,Coffee,Decaf Irish Cream,Decaf
440,Ohio,Central,Major Market,-6,73,133,52,77,47,421,20,50,80,130,3,03-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
440,Ohio,Central,Major Market,107,182,363,181,75,50,1283,170,230,230,460,5,11-01-2010 00:00,Espresso,Caffe Mocha,Regular
440,Ohio,Central,Major Market,115,149,295,149,61,41,1245,120,170,180,350,5,06-01-2011 00:00,Espresso,Caffe Mocha,Regular
440,Ohio,Central,Major Market,129,155,330,155,68,43,1280,130,170,190,360,5,09-01-2011 00:00,Espresso,Caffe Mocha,Regular
440,Ohio,Central,Major Market,43,48,85,32,19,8,482,30,30,40,70,8,11-01-2011 00:00,Herbal Tea,Chamomile,Decaf
440,Ohio,Central,Major Market,32,42,70,29,18,8,835,40,20,40,60,9,05-01-2011 00:00,Herbal Tea,Lemon,Decaf
440,Ohio,Central,Major Market,43,49,87,33,20,9,870,30,30,40,70,9,12-01-2011 00:00,Herbal Tea,Lemon,Decaf
440,Ohio,Central,Major Market,87,150,249,99,63,32,798,70,80,130,210,11,09-01-2010 00:00,Tea,Darjeeling,Regular
469,Texas,South,Major Market,265,288,527,244,89,75,1213,270,300,360,660,2,06-01-2011 00:00,Coffee,Columbian,Regular
469,Texas,South,Major Market,54,68,119,52,27,17,554,70,60,90,150,3,08-01-2011 00:00,Coffee,Decaf Irish Cream,Decaf
469,Texas,South,Major Market,99,136,230,94,37,26,562,90,80,110,190,6,06-01-2010 00:00,Espresso,Decaf Espresso,Decaf
469,Texas,South,Major Market,145,145,243,100,37,28,598,110,80,130,210,6,08-01-2011 00:00,Espresso,Decaf Espresso,Decaf
469,Texas,South,Major Market,28,73,127,54,45,17,424,30,50,60,110,8,12-01-2010 00:00,Herbal Tea,Chamomile,Decaf
469,Texas,South,Major Market,42,64,114,43,36,13,424,30,40,60,100,9,09-01-2011 00:00,Herbal Tea,Lemon,Decaf
475,Connecticut,East,Small Market,115,186,310,124,71,40,961,130,110,180,290,2,01-01-2010 00:00,Coffee,Columbian,Regular
475,Connecticut,East,Small Market,114,186,309,123,72,40,932,130,110,180,290,2,03-01-2010 00:00,Coffee,Columbian,Regular
475,Connecticut,East,Small Market,79,140,232,92,61,30,1102,100,80,140,220,2,06-01-2010 00:00,Coffee,Columbian,Regular
475,Connecticut,East,Small Market,75,135,225,90,60,29,1139,90,80,130,210,2,08-01-2010 00:00,Coffee,Columbian,Regular
475,Connecticut,East,Small Market,135,165,273,110,62,36,1020,110,100,160,260,2,05-01-2011 00:00,Coffee,Columbian,Regular
475,Connecticut,East,Small Market,35,56,94,38,21,10,777,40,40,60,100,13,01-01-2010 00:00,Tea,Green Tea,Regular
475,Connecticut,East,Small Market,21,39,66,27,18,7,772,40,20,50,70,13,02-01-2010 00:00,Tea,Green Tea,Regular
475,Connecticut,East,Small Market,18,37,62,25,19,7,775,30,20,40,60,13,04-01-2010 00:00,Tea,Green Tea,Regular
475,Connecticut,East,Small Market,17,34,57,23,17,6,787,30,20,40,60,13,05-01-2010 00:00,Tea,Green Tea,Regular
475,Connecticut,East,Small Market,55,56,105,38,22,10,777,40,40,60,100,13,01-01-2011 00:00,Tea,Green Tea,Regular
